2018-12-15,0,否,否,2018-12-14,2018-12-14,是,否,否,否
2018-12-16,0,否,否,2018-12-14,2018-12-14,是,否,否,否
2018-12-17,1,是,是,2018-12-14,2018-12-14,否,否,否,否
2018-12-18,1,是,是,2018-12-17,2018-12-17,否,否,否,否
2018-12-19,1,是,是,2018-12-18,2018-12-18,否,否,否,否
2018-12-20,1,是,是,2018-12-19,2018-12-19,否,否,否,否
2018-12-21,1,是,是,2018-12-20,2018-12-20,否,否,否,否
2018-12-22,0,否,否,2018-12-21,2018-12-21,是,否,否,否
2018-12-23,0,否,否,2018-12-21,2018-12-21,是,否,否,否
2018-12-24,1,是,是,2018-12-21,2018-12-21,否,否,否,否
2018-12-25,1,是,是,2018-12-24,2018-12-24,否,否,否,否
2018-12-26,1,是,是,2018-12-25,2018-12-25,否,否,否,否
2018-12-27,1,是,是,2018-12-26,2018-12-26,否,否,否,否
2018-12-28,1,是,是,2018-12-27,2018-12-27,否,否,否,否
2018-12-29,0,否,否,2018-12-28,2018-12-28,是,否,否,否
2018-12-30,0,否,否,2018-12-28,2018-12-28,是,否,否,否
2018-12-31,1,是,是,2018-12-28,2018-12-28,否,是,是,是
